,Company Name,Industry,Symbol,Series,ISIN Code
55,Bajaj Finance Ltd.,Financial Services,BAJFINANCE,EQ,INE296A01024
56,Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV,EQ,INE918I01026
57,Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG,EQ,INE118A01012
58,Balaji Amines Ltd.,Chemicals,BALAMINES,EQ,INE050E01027
59,Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026
60,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028
61,Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014
62,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039
63,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016
64,Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014
65,Bata India Ltd.,Consumer Durables,BATAINDIA,EQ,INE176A01028
66,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022
67,Berger Paints India Ltd.,Consumer Durables,BERGEPAINT,EQ,INE463A01038
68,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026
69,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024
70,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025
71,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026
72,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,BPCL,EQ,INE029A01011
73,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024
74,Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023
75,Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013
76,Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012
77,Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035
78,Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017
79,Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039
80,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025
81,Borosil Renewables Ltd.,Capital Goods,BORORENEW,EQ,INE666D01022
82,Bosch Ltd.,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026
83,Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019
84,Britannia Industries Ltd.,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030
85,C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023
86,CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022
87,CESC Ltd.,Power,CESC,EQ,INE486A01021
88,CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029
89,CIE Automotive India Ltd.,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010
90,CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025
91,CSB Bank Ltd.,Financial Services,CSBBANK,EQ,INE679A01013
92,Campus Activewear Ltd.,Consumer Durables,CAMPUS,EQ,INE278Y01022
93,Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020
94,Canara Bank,Financial Services,CANBK,EQ,INE476A01022
95,Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026
96,Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01042
97,Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034
98,Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027
99,Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020
100,Cello World Ltd.,Consumer Durables,CELLO,EQ,INE0LMW01024
101,Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010
102,Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011
103,Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021
104,Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX,EQ,INE055A01016
105,Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017
106,Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016
107,Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013
108,Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS,EQ,INE488A01050
109,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016
110,Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033
111,Cholamandalam Investment and Finance Company Ltd.,Financial Services,CHOLAFIN,EQ,INE121A01024
112,Cipla Ltd.,Healthcare,CIPLA,EQ,INE059A01026
113,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021
114,Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023
115,Coal India Ltd.,Oil Gas & Consumable Fuels,COALINDIA,EQ,INE522F01014
116,Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025
117,Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01017
118,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022
119,Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012
120,Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029
121,Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025
122,Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031
123,Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017
124,CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010
125,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON,EQ,INE299U01018
126,Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020
127,Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020
128,DCM Shriram Ltd.,Diversified,DCMSHRIRAM,EQ,INE499A01024
129,DLF Ltd.,Realty,DLF,EQ,INE271C01023
130,DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012
131,Dabur India Ltd.,Fast Moving Consumer Goods,DABUR,EQ,INE016A01026
132,Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025
133,Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010
134,Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019
135,Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029
136,Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028
137,Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023
138,Divi's Laboratories Ltd.,Healthcare,DIVISLAB,EQ,INE361B01024
139,Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020
140,Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024
141,Dr. Reddy's Laboratories Ltd.,Healthcare,DRREDDY,EQ,INE089A01023
142,E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031
143,EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023
144,EPL Ltd.,Capital Goods,EPL,EQ,INE255A01020
145,Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001026
146,Eicher Motors Ltd.,Automobile and Auto Components,EICHERMOT,EQ,INE066A01021
147,Elecon Engineering Co. Ltd.,Capital Goods,ELECON,EQ,INE205B01023
148,Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027
149,Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032
150,Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037
151,Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028
152,Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018
153,Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024
154,Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014
155,Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020
156,FDC Ltd.,Healthcare,FDC,EQ,INE258B01022
157,FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029
158,Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029
159,Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015
160,Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026
161,Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022
162,Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024
163,Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012
164,Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021
165,Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013
166,GAIL (India) Ltd.,Oil Gas & Consumable Fuels,GAIL,EQ,INE129A01019
167,GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR,EQ,INE541A01023
168,GMR Airports Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039
169,Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011
170,General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014
171,Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010
172,Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023
173,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016
174,Glenmark Life Sciences Ltd.,Healthcare,GLS,EQ,INE03Q201024
175,Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035
176,Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031
177,Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01021
178,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028
179,Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,GODREJCP,EQ,INE102D01028
180,Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035
181,Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027
182,Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020
183,Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025
184,Grasim Industries Ltd.,Construction Materials,GRASIM,EQ,INE047A01021
185,Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032
186,Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023
187,Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030
188,Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011
189,Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030
190,Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031
191,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013
192,Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014
193,Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025
194,Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010
195,H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016
196,HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER,EQ,INE292B01021
197,HCL Technologies Ltd.,Information Technology,HCLTECH,EQ,INE860A01027
198,HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025
199,HDFC Bank Ltd.,Financial Services,HDFCBANK,EQ,INE040A01034
200,HDFC Life Insurance Company Ltd.,Financial Services,HDFCLIFE,EQ,INE795G01014
201,HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028
202,Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012
203,Happy Forgings Ltd.,Capital Goods,HAPPYFORGE,EQ,INE330T01021
204,Havells India Ltd.,Consumer Durables,HAVELLS,EQ,INE176B01034
205,Hero MotoCorp Ltd.,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026
206,Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026
207,Hindalco Industries Ltd.,Metals & Mining,HINDALCO,EQ,INE038A01020
208,Hindustan Aeronautics Ltd.,Capital Goods,HAL,EQ,INE066F01020
209,Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026
210,Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015
211,Hindustan Unilever Ltd.,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027
212,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025
213,Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011
214,Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025
215,Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028
216,Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010
217,Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017
218,ICICI Bank Ltd.,Financial Services,ICICIBANK,EQ,INE090A01021
219,ICICI Lombard General Insurance Company Ltd.,Financial Services,ICICIGI,EQ,INE765G01017
220,ICICI Prudential Life Insurance Company Ltd.,Financial Services,ICICIPRULI,EQ,INE726G01019
221,ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038
222,IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015
223,IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019
224,IDFC Ltd.,Financial Services,IDFC,EQ,INE043D01016
225,IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024
226,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022
227,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021
228,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025
229,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017
230,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012
231,Indiabulls Housing Finance Ltd.,Financial Services,IBULHSGFIN,EQ,INE148I01020
232,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016
233,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011
234,Indian Energy Exchange Ltd.,Financial Services,IEX,EQ,INE022Q01020
235,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029
236,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010
237,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014
238,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020
239,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010
240,Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012
241,Indraprastha Gas Ltd.,Oil Gas & Consumable Fuels,IGL,EQ,INE203G01027
242,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017
243,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012
244,Info Edge (India) Ltd.,Consumer Services,NAUKRI,EQ,INE663F01024
245,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021
246,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011
247,Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017
248,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027
249,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038
250,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036
251,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014
252,JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01044
253,JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032
254,JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012
255,JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023
256,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018
257,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026
258,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038
259,Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI,BE,INE091G01018
260,Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041
261,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01024
262,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021
263,Jindal Steel & Power Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030
264,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017
265,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020
266,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018
267,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033
268,Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016
269,Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018
270,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031
271,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031
272,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027
273,KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029
274,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011
275,KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026
276,KSB Ltd.,Capital Goods,KSB,EQ,INE999A01015
277,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036
278,Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022
279,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014
280,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024
281,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028
282,Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012
283,Kec International Ltd.,Construction,KEC,EQ,INE389H01022
284,Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010
285,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028
286,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01017
287,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015
288,L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017
289,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026
290,LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019
291,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030
292,Latent View Analytics Ltd.,Information Technology,LATENTVIEW,BE,INE0I7C01011
293,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028
294,Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020
295,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018
296,Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017
297,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011
298,Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032
299,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037
300,MMTC Ltd.,Services,MMTC,EQ,INE123F01029
301,MRF Ltd.,Automobile and Auto Components,MRF,EQ,INE883A01011
302,MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014
303,Macrotech Developers Ltd.,Realty,LODHA,EQ,INE670K01029
304,Mahanagar Gas Ltd.,Oil Gas & Consumable Fuels,MGL,EQ,INE002S01010
305,Maharashtra Seamless Ltd.,Capital Goods,MAHSEAMLES,EQ,INE271B01025
306,Mahindra & Mahindra Financial Services Ltd.,Financial Services,M&MFIN,EQ,INE774D01024
307,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026
308,Mahindra Holidays & Resorts India Ltd.,Consumer Services,MHRIL,EQ,INE998I01010
309,Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018
310,Manappuram Finance Ltd.,Financial Services,MANAPPURAM,EQ,INE522D01027
311,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,MRPL,EQ,INE103A01014
312,Mankind Pharma Ltd.,Healthcare,MANKIND,EQ,INE634S01028
313,Marico Ltd.,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026
314,Maruti Suzuki India Ltd.,Automobile and Auto Components,MARUTI,EQ,INE585B01010
315,Mastek Ltd.,Information Technology,MASTEK,EQ,INE759A01021
316,Max Financial Services Ltd.,Financial Services,MFSL,EQ,INE180A01020
317,Max Healthcare Institute Ltd.,Healthcare,MAXHEALTH,EQ,INE027H01010
318,Mazagoan Dock Shipbuilders Ltd.,Capital Goods,MAZDOCK,EQ,INE249Z01012
319,Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022
320,Metro Brands Ltd.,Consumer Durables,METROBRAND,EQ,INE317I01021
321,Metropolis Healthcare Ltd.,Healthcare,METROPOLIS,EQ,INE112L01020
322,Minda Corporation Ltd.,Automobile and Auto Components,MINDACORP,EQ,INE842C01021
323,Motherson Sumi Wiring India Ltd.,Automobile and Auto Components,MSUMI,EQ,INE0FS801015
324,Motilal Oswal Financial Services Ltd.,Financial Services,MOTILALOFS,EQ,INE338I01027
325,MphasiS Ltd.,Information Technology,MPHASIS,EQ,INE356A01018
326,Multi Commodity Exchange of India Ltd.,Financial Services,MCX,EQ,INE745G01035
327,Muthoot Finance Ltd.,Financial Services,MUTHOOTFIN,EQ,INE414G01012
328,NATCO Pharma Ltd.,Healthcare,NATCOPHARM,EQ,INE987B01026
329,NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031
330,NCC Ltd.,Construction,NCC,EQ,INE868B01028
331,NHPC Ltd.,Power,NHPC,EQ,INE848E01016
