,Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Syllables,Source
623,ACHIEVEMENT,624,736809,3.2263078128301855e-05,2.3747706749066637e-05,9.192604348231288e-05,215022,0,2009,0,0,0,0,0,3,12of12inf
624,ACHIEVEMENTS,625,311974,1.3660584406540696e-05,2.221173012879029e-05,8.157447170201392e-05,170416,0,2009,0,0,0,0,0,3,12of12inf
627,ACHIEVES,628,83335,3.649037424654198e-06,3.468536860864295e-06,2.6034937270912797e-05,52615,0,2009,0,0,0,0,0,2,12of12inf
628,ACHIEVING,629,600356,2.628813238274069e-05,2.8305260293727376e-05,7.037394464412765e-05,330443,0,2009,0,0,0,0,0,3,12of12inf
906,ADEQUATELY,907,621676,2.7221683446442956e-05,2.2826585948147117e-05,6.25593255350427e-05,282097,0,2009,0,0,0,0,0,4,12of12inf
1137,ADVANCEMENT,1138,177380,7.767039759826743e-06,5.10371435460625e-06,3.948208592994483e-05,62839,0,2009,0,0,0,0,0,3,12of12inf
1138,ADVANCEMENTS,1139,40874,1.7897732728783308e-06,1.8188353223485264e-06,1.814835492820484e-05,30777,0,2009,0,0,0,0,0,3,12of12inf
1139,ADVANCES,1140,3566313,0.0001561601920565,0.0001680638095929,0.0004002063216052,520768,0,2009,0,0,0,0,0,3,12of12inf
1140,ADVANCING,1141,79982,3.50221769123048e-06,2.817411769360354e-06,2.4800207577222023e-05,44418,0,2009,0,0,0,0,0,3,12of12inf
1141,ADVANTAGE,1142,863392,3.7805840524953954e-05,3.246135831604836e-05,0.0001032257877618,336196,0,2009,0,0,0,0,0,3,12of12inf
1142,ADVANTAGED,1143,22775,9.97261982918334e-07,8.765934588987912e-07,1.5909691842754824e-05,12022,0,2009,0,0,0,0,0,3,12of12inf
1143,ADVANTAGEOUS,1144,145696,6.379674285983297e-06,5.686610219888223e-06,2.6053806927422304e-05,107558,0,2009,0,0,0,0,0,4,12of12inf
1144,ADVANTAGEOUSLY,1145,3860,1.690200331093203e-07,8.09463016333522e-08,2.548454283372606e-06,3256,0,2009,0,0,0,0,0,5,12of12inf
1145,ADVANTAGES,1146,307229,1.3452812371021595e-05,1.2148504069168277e-05,4.639066115207891e-05,162901,0,2009,0,0,0,0,0,4,12of12inf
1893,ALLIANCE,1894,420597,1.8416921985927666e-05,1.6819836024215618e-05,0.0001591560472038,92282,0,2009,0,0,0,0,0,3,12of12inf
1894,ALLIANCES,1895,271244,1.1877116544223956e-05,1.181025255439836e-05,6.408284976819445e-05,112593,0,2009,0,0,0,0,0,4,12of12inf
4090,ASSURE,4091,894172,3.915362203249407e-05,3.1337371534644164e-05,9.511308061645974e-05,294309,0,2009,0,0,0,0,0,2,12of12inf
4091,ASSURED,4092,417957,1.830132279229849e-05,1.9490178898223595e-05,6.3050048541155e-05,225541,0,2009,0,0,0,0,0,2,12of12inf
4094,ASSURES,4095,10701,4.685708223582478e-07,3.506872337548607e-07,6.448640057824e-06,8626,0,2009,0,0,0,0,0,2,12of12inf
4095,ASSURING,4096,42228,1.849061647186626e-06,1.0074868058644608e-06,1.0579902598551869e-05,30807,0,2009,0,0,0,0,0,3,12of12inf
4270,ATTAIN,4271,119149,5.217245576409949e-06,7.43999752212743e-06,4.714372695775033e-05,83811,0,2009,0,0,0,0,0,2,12of12inf
4276,ATTAINED,4277,160796,7.040866643483488e-06,6.098739735588898e-06,3.586333146259263e-05,81906,0,2009,0,0,0,0,0,2,12of12inf
4277,ATTAINING,4278,75685,3.3140624885696644e-06,3.1810549875398986e-06,2.6041702129718763e-05,45226,0,2009,0,0,0,0,0,3,12of12inf
4278,ATTAINMENT,4279,223021,9.76554839483775e-06,6.840612586830344e-06,3.855410885810616e-05,88476,0,2009,0,0,0,0,0,3,12of12inf
4279,ATTAINMENTS,4280,200,8.757514668876698e-09,4.742128115344882e-09,5.77230586856823e-07,144,0,2009,0,0,0,0,0,3,12of12inf
4280,ATTAINS,4281,54469,2.3850653324952244e-06,1.269579724691398e-06,1.5708645291360266e-05,18399,0,2009,0,0,0,0,0,2,12of12inf
4342,ATTRACTIVE,4343,474509,2.0777597640070063e-05,1.5869718022933967e-05,5.151121938387806e-05,205757,0,2009,0,0,0,0,0,3,12of12inf
4344,ATTRACTIVENESS,4345,42844,1.8760347923667664e-06,1.3764330488745923e-06,1.2032683141790318e-05,32715,0,2009,0,0,0,0,0,4,12of12inf
5942,BEAUTIFUL,5943,3771,1.6512293908167018e-07,1.891893906858665e-07,7.441073856845766e-06,2292,0,2009,0,0,0,0,0,3,12of12inf
5943,BEAUTIFULLY,5944,312,1.3661722883447649e-08,1.8619588513634805e-08,2.2429933962319474e-06,254,0,2009,0,0,0,0,0,4,12of12inf
6375,BENEFICIAL,6376,3302392,0.0001446037319119,0.0001430575856571,0.0003935580151457,505706,0,-2020,0,2020,0,0,0,4,12of12inf
6376,BENEFICIALLY,6377,882978,3.866346393647704e-05,3.54643140025008e-05,0.0001449309173309,257311,0,2009,0,0,0,0,0,5,12of12inf
6381,BENEFIT,6382,13856744,0.0006067531942143,0.0004308340978323,0.0005753517659943,829634,0,-2020,0,0,0,0,0,3,12of12inf
6382,BENEFITED,6383,193304,8.464313077762707e-06,8.566949570633987e-06,4.77472183453353e-05,101618,0,2009,0,0,0,0,0,4,12of12inf
6383,BENEFITING,6384,41698,1.8258542333141028e-06,1.4330464739658378e-06,1.4463925992186607e-05,28957,0,2009,0,0,0,0,0,4,12of12inf
6385,BENEFITTED,6386,26449,1.1581375273855989e-06,1.158217901713731e-06,1.8183219505252152e-05,13910,0,2009,0,0,0,0,0,4,12of12inf
6386,BENEFITTING,6387,6517,2.853636154853472e-07,2.306363440546753e-07,5.9477429321568384e-06,4932,0,2009,0,0,0,0,0,4,12of12inf
6504,BEST,6505,2996838,0.0001312242637262,0.000136631161828,0.0002318866263293,715402,0,2012,0,0,2009,0,0,1,12of12inf
6578,BETTER,6579,888289,3.889601973850907e-05,3.4990688902700655e-05,8.728332109853156e-05,369144,0,2009,0,0,0,0,0,2,12of12inf
7904,BOLSTERED,7905,5562,2.4354648294146095e-07,2.6574479612655496e-07,6.283559301287284e-06,4758,0,2009,0,0,0,0,0,2,12of12inf
7905,BOLSTERING,7906,1748,7.654067820598235e-08,6.673184589121225e-08,2.8113659131004977e-06,1517,0,2009,0,0,0,0,0,3,12of12inf
7906,BOLSTERS,7907,1149,5.031192177269663e-08,3.2457731322162055e-08,1.8614619079747592e-06,844,0,2009,0,0,0,0,0,2,12of12inf
8081,BOOM,8082,16602,7.269612926634547e-07,6.546645684937251e-07,2.1484481016909195e-05,6562,0,2009,0,0,0,0,0,1,12of12inf
8091,BOOMING,8092,1428,6.252865473577962e-08,8.2954041410251e-08,3.5514756480524864e-06,1196,0,2009,0,0,0,0,0,2,12of12inf
8110,BOOST,8111,21538,9.430967546913316e-07,9.818033360093533e-07,1.7392758256104232e-05,13859,0,2009,0,0,0,0,0,1,12of12inf
8111,BOOSTED,8112,7171,3.140006884525741e-07,4.456447134174625e-07,9.90727917199476e-06,5140,0,2009,0,0,0,0,0,2,12of12inf
8630,BREAKTHROUGH,8631,41965,1.8375455153970533e-06,1.0443490187334097e-06,1.8456648159249885e-05,12254,0,2009,0,0,0,0,0,2,12of12inf
8631,BREAKTHROUGHS,8632,4756,2.082536988258879e-07,1.757739977033727e-07,4.368309573060257e-06,3924,0,2009,0,0,0,0,0,2,12of12inf
8807,BRILLIANT,8808,6098,2.6701662225405053e-07,2.653986130300121e-07,2.012172339399949e-05,1376,0,2009,0,0,0,0,0,2,12of12inf
11792,CHARITABLE,11793,173461,7.595436259890105e-06,4.981772510469248e-06,4.341347034594767e-05,67807,0,2009,0,0,0,0,0,4,12of12inf
13751,COLLABORATE,13752,57370,2.5120930827672807e-06,1.5626533477176404e-06,1.3576843405786346e-05,32051,0,2009,0,0,0,0,0,4,12of12inf
13752,COLLABORATED,13753,5262,2.3041021093814598e-07,1.654120778085401e-07,3.757638007920122e-06,4269,0,2009,0,0,0,0,0,5,12of12inf
13753,COLLABORATES,13754,2587,1.1327845224192009e-07,8.391869325481506e-08,2.9307961297640417e-06,2188,0,2009,0,0,0,0,0,4,12of12inf
13754,COLLABORATING,13755,22750,9.961672935847243e-07,6.293438196969894e-07,8.208890497681906e-06,14996,0,2009,0,0,0,0,0,5,12of12inf
13755,COLLABORATION,13756,954402,4.1790947575026296e-05,2.3875418006879108e-05,0.0001953005534938,79354,0,2009,0,0,0,0,0,5,12of12inf
13756,COLLABORATIONS,13757,274999,1.2041538882132116e-05,7.969354531130913e-06,6.511365486151229e-05,43333,0,2009,0,0,0,0,0,5,12of12inf
13757,COLLABORATIVE,13758,393716,1.723986822685729e-05,1.572979136181333e-05,0.0001258772795694,74302,0,2009,0,0,0,0,0,5,12of12inf
13760,COLLABORATOR,13761,72088,3.1565585872499173e-06,1.6081041665929008e-06,3.632046618317057e-05,14795,0,2009,0,0,0,0,0,5,12of12inf
13761,COLLABORATORS,13762,406921,1.7818083132869876e-05,9.94216802914465e-06,0.0001004042464884,36495,0,2009,0,0,0,0,0,5,12of12inf
14437,COMPLIMENT,14438,7128,3.121178227987655e-07,4.718013130318337e-07,1.004639967351967e-05,6186,0,2009,0,0,0,0,0,3,12of12inf
14439,COMPLIMENTARY,14440,35940,1.5737253859971426e-06,1.7573266879762694e-06,2.448118571952889e-05,19524,0,2009,0,0,0,0,0,5,12of12inf
14440,COMPLIMENTED,14441,1391,6.090851452203743e-08,7.538125277408183e-08,3.42214903735004e-06,1291,0,2009,0,0,0,0,0,4,12of12inf
14441,COMPLIMENTING,14442,424,1.85659310980186e-08,2.9598186424743733e-08,2.466071527062764e-06,365,0,2009,0,0,0,0,0,4,12of12inf
14442,COMPLIMENTS,14443,1892,8.284608876757358e-08,1.1700031066619625e-07,4.391736139685607e-06,1705,0,2009,0,0,0,0,0,3,12of12inf
14673,CONCLUSIVE,14674,455656,1.9952070519808405e-05,8.365769886736472e-06,3.866998986955923e-05,132060,0,2009,0,0,0,0,0,3,12of12inf
14674,CONCLUSIVELY,14675,140796,6.165115176595818e-06,2.124893715747286e-06,1.3372214227089452e-05,56491,0,2009,0,0,0,0,0,4,12of12inf
14791,CONDUCIVE,14792,14575,6.382038814943894e-07,5.505711919073666e-07,7.778052482474549e-06,12414,0,2009,0,0,0,0,0,3,12of12inf
14878,CONFIDENT,14879,40072,1.7546556390561352e-06,2.7060241855951334e-06,2.620480212256735e-05,31680,0,2009,0,0,0,0,0,3,12of12inf
15371,CONSTRUCTIVE,15372,129964,5.690808182129456e-06,3.265250523599129e-06,3.111877329176888e-05,46695,0,2009,0,0,0,0,0,3,12of12inf
15372,CONSTRUCTIVELY,15373,42715,1.8703861954053408e-06,7.849247211176485e-07,1.5045210932907413e-05,12890,0,2009,0,0,0,0,0,4,12of12inf
16559,COURTEOUS,16560,3189,1.3963857139523894e-07,8.850067296686363e-08,2.631985697310873e-06,2600,0,2009,0,0,0,0,0,3,12of12inf
16930,CREATIVE,16931,120135,5.260420123727511e-06,5.386111415733604e-06,6.93021384142625e-05,43661,0,2009,0,0,0,0,0,3,12of12inf
16931,CREATIVELY,16932,1565,6.852755228396018e-08,6.971757644304901e-08,3.276446324250532e-06,1372,0,2009,0,0,0,0,0,4,12of12inf
16932,CREATIVENESS,16933,36,1.5763526403978054e-09,2.5679450708000116e-09,5.263106448730662e-07,33,0,2009,0,0,0,0,0,4,12of12inf
16936,CREATIVITY,16937,9625,4.214553934396911e-07,3.569817235868828e-07,9.509479827392008e-06,7351,0,2009,0,0,0,0,0,5,12of12inf
19297,DELIGHT,19298,3353,1.4681973342371785e-07,1.2914764182630106e-07,7.325338548204551e-06,1471,0,2009,0,0,0,0,0,2,12of12inf
19298,DELIGHTED,19299,2501,1.0951272093430314e-07,8.873807581430198e-08,3.331060452092089e-06,2060,0,2009,0,0,0,0,0,3,12of12inf
19300,DELIGHTFUL,19301,243,1.0640380322685189e-08,9.487058002861551e-09,1.1475265467956358e-06,162,0,2009,0,0,0,0,0,3,12of12inf
19301,DELIGHTFULLY,19302,18,7.881763201989027e-10,1.3466491462432404e-09,4.4194626114240593e-07,18,0,2009,0,0,0,0,0,4,12of12inf
19302,DELIGHTING,19303,387,1.694579088427641e-08,1.0193694071616466e-08,8.409935763151757e-07,303,0,2009,0,0,0,0,0,3,12of12inf
19303,DELIGHTS,19304,585,2.5615730406464343e-08,2.5234990974358752e-08,3.3263088686605047e-06,314,0,2009,0,0,0,0,0,2,12of12inf
19691,DEPENDABILITY,19692,4455,1.9507363924922846e-07,1.5715146500464025e-07,3.961231475338531e-06,3724,0,2009,0,0,0,0,0,6,12of12inf
19692,DEPENDABLE,19693,21815,9.55225912507726e-07,7.294301196098097e-07,1.1094783806801472e-05,14599,0,2009,0,0,0,0,0,4,12of12inf
20062,DESIRABLE,20063,397704,1.7414493069354693e-05,9.988106785007884e-06,3.748658001396255e-05,170466,0,2009,0,0,0,0,0,4,12of12inf
20067,DESIRED,20068,325432,1.4249877568609409e-05,1.2213705935517448e-05,4.058579886152866e-05,206011,0,2009,0,0,0,0,0,2,12of12inf
20115,DESPITE,20116,509168,2.229523114461305e-05,2.1968249612131143e-05,6.862543476761158e-05,269239,0,2009,0,0,0,0,0,2,12of12inf
20149,DESTINED,20150,6568,2.875967817259108e-07,2.1780728155957853e-07,6.036597177914545e-06,4249,0,2009,0,0,0,0,0,2,12of12inf
20738,DILIGENT,20739,55157,2.41519118295616e-06,1.2311327420147309e-06,1.3169131948198307e-05,29120,0,2009,0,0,0,0,0,3,12of12inf
20739,DILIGENTLY,20740,174358,7.634713713180017e-06,3.475971398578116e-06,2.113857014784371e-05,67513,0,2009,0,0,0,0,0,4,12of12inf
21948,DISTINCTION,21949,34889,1.5277046464121956e-06,1.3373894276803438e-06,1.3756824381333195e-05,25692,0,2009,0,0,0,0,0,3,12of12inf
21949,DISTINCTIONS,21950,7116,3.1159237191863293e-07,2.1250704033728357e-07,4.728313309884677e-06,5117,0,2009,0,0,0,0,0,3,12of12inf
21950,DISTINCTIVE,21951,40749,1.784299826210283e-06,1.4518939049278242e-06,1.5534294305533676e-05,26359,0,2009,0,0,0,0,0,3,12of12inf
21951,DISTINCTIVELY,21952,1194,5.2282362573193886e-08,4.4212552860075696e-08,2.382277180272119e-06,967,0,2009,0,0,0,0,0,4,12of12inf
21952,DISTINCTIVENESS,21953,1174,5.1406611106306225e-08,3.169842725751893e-08,2.210152924607861e-06,916,0,2009,0,0,0,0,0,4,12of12inf
22880,DREAM,22881,10983,4.809189180413638e-07,6.016092679177831e-07,3.343765986539987e-05,3407,0,2009,0,0,0,0,0,1,12of12inf
23586,EASIER,23587,62441,2.7341398671966494e-06,2.3087564460732662e-06,1.6981072476914528e-05,46808,0,2009,0,0,0,0,0,3,12of12inf
23588,EASILY,23589,123636,5.413720418006197e-06,4.680748717361545e-06,2.646812315227209e-05,81694,0,2009,0,0,0,0,0,3,12of12inf
23604,EASY,23605,111923,4.900836571423434e-06,4.5869892685262894e-06,4.838747677843823e-05,58476,0,2009,0,0,0,0,0,2,12of12inf
23821,EFFECTIVE,23822,19204948,0.000840938069125,0.0007540994995447,0.0005752334128077,1014579,0,-2020,0,0,0,0,0,3,12of12inf
23856,EFFICIENCIES,23857,400807,1.7550365909442313e-05,2.009561047996798e-05,7.379809651358e-05,205663,0,2009,0,0,0,0,0,4,12of12inf
23857,EFFICIENCY,23858,755872,3.309780063896584e-05,2.587968811179281e-05,9.06399182108272e-05,244754,0,2009,0,0,0,0,0,4,12of12inf
23858,EFFICIENT,23859,460317,2.0156164399166574e-05,1.6906731804048793e-05,5.504405677434129e-05,228901,0,2009,0,0,0,0,0,3,12of12inf
23859,EFFICIENTLY,23860,222561,9.745406111099336e-06,7.527512811010572e-06,2.9737734351787997e-05,138277,0,2009,0,0,0,0,0,4,12of12inf
24542,EMPOWER,24543,22578,9.886358309694903e-07,6.729580407949481e-07,1.4808267055418718e-05,14043,0,2009,0,0,0,0,0,3,12of12inf
24543,EMPOWERED,24544,83686,3.664406862898077e-06,2.1166117207821137e-06,1.88730610795288e-05,50705,0,2009,0,0,0,0,0,3,12of12inf
24544,EMPOWERING,24545,8003,3.504319494751011e-07,2.5514064228402184e-07,5.660447221493462e-06,6417,0,2009,0,0,0,0,0,4,12of12inf
24547,EMPOWERS,24548,15832,6.932448611882794e-07,4.108291776034474e-07,6.484601777862853e-06,11475,0,2009,0,0,0,0,0,3,12of12inf
24585,ENABLE,24586,1130417,4.949821729723796e-05,4.153077515893751e-05,0.0001068350764824,406414,0,2009,0,0,0,0,0,3,12of12inf
24586,ENABLED,24587,191215,8.37284083704629e-06,7.610247957800272e-06,4.377947536383112e-05,103225,0,2009,0,0,0,0,0,2,12of12inf
24590,ENABLES,24591,352395,1.543052190869402e-05,1.1888481570957225e-05,4.292569320409828e-05,173759,0,2009,0,0,0,0,0,3,12of12inf
24591,ENABLING,24592,234952,1.028797793240959e-05,8.029768847279767e-06,3.776676052587806e-05,131923,0,2009,0,0,0,0,0,3,12of12inf
24696,ENCOURAGED,24697,122881,5.380660800131188e-06,6.620151417931074e-06,3.589837012642937e-05,86054,0,2009,0,0,0,0,0,3,12of12inf
24697,ENCOURAGEMENT,24698,9204,4.030208250617057e-07,3.1092505268157225e-07,7.328493723505246e-06,5852,0,2009,0,0,0,0,0,4,12of12inf
24699,ENCOURAGES,24700,60799,2.662240671765172e-06,3.0669148106800234e-06,2.178752031092745e-05,50145,0,2009,0,0,0,0,0,4,12of12inf
24700,ENCOURAGING,24701,58979,2.5825472882783937e-06,2.2932074411203025e-06,1.8308347212885747e-05,44401,0,2009,0,0,0,0,0,4,12of12inf
24926,ENHANCE,24927,860013,3.765788231462328e-05,3.467056971327145e-05,8.279147158869683e-05,360787,0,2009,0,0,0,0,0,2,12of12inf
24927,ENHANCED,24928,689726,3.020142781252825e-05,2.7015762121873343e-05,0.0001137500765557,287512,0,2009,0,0,0,0,0,2,12of12inf
24928,ENHANCEMENT,24929,364677,1.596832088450974e-05,1.5243976616550393e-05,8.635105580552664e-05,132006,0,2009,0,0,0,0,0,4,12of12inf
24929,ENHANCEMENTS,24930,456522,1.998999055832464e-05,1.9056900926053105e-05,7.76379361987796e-05,180503,0,2009,0,0,0,0,0,4,12of12inf
24932,ENHANCES,24933,95329,4.174225579346734e-06,3.5808186049080475e-06,1.958192231786072e-05,71765,0,2009,0,0,0,0,0,3,12of12inf
24933,ENHANCING,24934,199320,8.727739119002518e-06,7.487164344120614e-06,3.4367271960023245e-05,127924,0,2009,0,0,0,0,0,3,12of12inf
24947,ENJOY,24948,93781,4.106442415809628e-06,2.8902914274313973e-06,1.947902181352712e-05,62950,0,2009,0,0,0,0,0,2,12of12inf
24948,ENJOYABLE,24949,3485,1.5259969310517645e-07,1.382531427344944e-07,4.0870132409620056e-06,2756,0,2009,0,0,0,0,0,4,12of12inf
24949,ENJOYABLY,24950,38,1.6639277870865724e-09,1.683523933798987e-09,3.573903389395041e-07,32,0,2009,0,0,0,0,0,4,12of12inf
24950,ENJOYED,24951,47043,2.0598988128398326e-06,1.594047634450334e-06,1.8180893993470837e-05,29012,0,2009,0,0,0,0,0,2,12of12inf
24951,ENJOYING,24952,6005,2.629443779330229e-07,2.695156102132182e-07,6.757329404678561e-06,4822,0,2009,0,0,0,0,0,4,12of12inf
24952,ENJOYMENT,24953,61177,2.678792374489349e-06,1.0445317509568168e-06,1.0715470143164012e-05,22840,0,2009,0,0,0,0,0,3,12of12inf
24954,ENJOYS,24955,21215,9.289533685010956e-07,7.694850669229689e-07,1.0420968817090058e-05,16720,0,2009,0,0,0,0,0,2,12of12inf
25142,ENTHUSIASM,25143,4905,2.1477804725420105e-07,2.2149414173470978e-07,6.592728436175858e-06,4108,0,2009,0,0,0,0,0,5,12of12inf
25145,ENTHUSIASTIC,25146,2864,1.2540761005831432e-07,1.380134034714547e-07,4.515072203935376e-06,2529,0,2009,0,0,0,0,0,5,12of12inf
25146,ENTHUSIASTICALLY,25147,603,2.6403906726663245e-08,3.4818897907149244e-08,2.431686120209615e-06,579,0,2009,0,0,0,0,0,7,12of12inf
26102,EXCELLENCE,26103,72327,3.1670238172792246e-06,2.1361067695987427e-06,2.2023442421255443e-05,37010,0,2009,0,0,0,0,0,3,12of12inf
26106,EXCELLENT,26107,98337,4.30593859996664e-06,4.372396389158655e-06,3.0362844481076903e-05,62601,0,2009,0,0,0,0,0,3,12of12inf
26108,EXCELLING,26109,219,9.589478562419985e-09,7.998906978095893e-09,9.554707137631089e-07,196,0,2009,0,0,0,0,0,3,12of12inf
26109,EXCELS,26110,641,2.8067834513749822e-08,2.6740793813178623e-08,2.1928987596619127e-06,540,0,2009,0,0,0,0,0,2,12of12inf
26117,EXCEPTIONAL,26118,60992,2.6706916734206377e-06,2.1379313379004667e-06,2.2074394113981893e-05,38612,0,2009,0,0,0,0,0,4,12of12inf
26118,EXCEPTIONALLY,26119,10942,4.791236275342442e-07,5.451916161591621e-07,1.0555208843454743e-05,8937,0,2009,0,0,0,0,0,5,12of12inf
26156,EXCITED,26157,7646,3.3479978579115616e-07,3.206290133745352e-07,7.041472521817473e-06,6059,0,2009,0,0,0,0,0,3,12of12inf
26158,EXCITEMENT,26159,5688,2.490637171828533e-07,2.1498867750395722e-07,6.365396767544836e-06,4424,0,2009,0,0,0,0,0,3,12of12inf
26163,EXCITING,26164,14917,6.531792315781685e-07,7.121233833069349e-07,1.1344134500254525e-05,10944,0,2009,0,0,0,0,0,3,12of12inf
26181,EXCLUSIVE,26182,2314682,0.0001013543078439,8.048696732852292e-05,0.0001893669418926,456448,0,2009,0,0,0,0,0,3,12of12inf
26182,EXCLUSIVELY,26183,415437,1.8190978107470645e-05,1.3757819790200708e-05,5.018527404913413e-05,197280,0,2009,0,0,0,0,0,4,12of12inf
26183,EXCLUSIVENESS,26184,308,1.3486572590070117e-08,6.9451189994352675e-09,7.155345484495629e-07,232,0,2009,0,0,0,0,0,4,12of12inf
26185,EXCLUSIVES,26186,1014,4.4400599371204867e-08,4.0000515073912925e-08,4.283588815600199e-06,554,0,2009,0,0,0,0,0,3,12of12inf
26187,EXCLUSIVITY,26188,300061,1.3138943045289054e-05,6.822851005012852e-06,4.916838606496542e-05,63343,0,2009,0,0,0,0,0,5,12of12inf
26271,EXEMPLARY,26272,54190,2.372848599532141e-06,1.6006226074201331e-06,1.727171294361943e-05,31283,0,2009,0,0,0,0,0,4,12of12inf
27251,FANTASTIC,27252,2543,1.1135179901476721e-07,1.1714638360170479e-07,8.312639619899046e-06,854,0,2009,0,0,0,0,0,3,12of12inf
27468,FAVORABLE,27469,2139165,9.36688443332381e-05,8.154769928586753e-05,0.0001675290098036,524285,0,2009,0,0,0,0,0,4,12of12inf
27469,FAVORABLY,27470,210121,9.200688698695203e-06,9.60641793166694e-06,4.65585119942276e-05,127089,0,2009,0,0,0,0,0,4,12of12inf
27470,FAVORED,27471,33334,1.4596149698616794e-06,1.0410794043899423e-06,1.3959249695634049e-05,22005,0,2009,0,0,0,0,0,2,12of12inf
27471,FAVORING,27472,17942,7.856366409449285e-07,5.192757054965212e-07,7.69117717778289e-06,14880,0,2009,0,0,0,0,0,3,12of12inf
27472,FAVORITE,27473,8012,3.5082603763520054e-07,4.07906744872131e-07,1.2262513269840637e-05,4933,0,2009,0,0,0,0,0,3,12of12inf
27473,FAVORITES,27474,2151,9.418707026376889e-08,8.157228693475119e-08,3.627689218063153e-06,1433,0,2009,0,0,0,0,0,3,12of12inf
30088,FRIENDLY,30089,77010,3.3720810232509726e-06,3.538177221559912e-06,3.389288690773281e-05,44838,0,2009,0,0,0,0,0,2,12of12inf
30678,GAIN,30679,7310039,0.0003200888688628,0.0003603552543765,0.0005698268914841,777904,0,2009,0,0,0,0,0,1,12of12inf
30679,GAINED,30680,113609,4.974662420082064e-06,4.414772770128688e-06,3.5200301807159134e-05,63780,0,2009,0,0,0,0,0,1,12of12inf
30684,GAINING,30685,61663,2.700073135134719e-06,2.412226654451805e-06,1.851790588493e-05,48303,0,2009,0,0,0,0,0,2,12of12inf
30685,GAINS,30686,6288334,0.0002753508862389,0.0002649664872341,0.0005256983228033,644858,0,2009,0,0,0,0,0,1,12of12inf
32115,GOOD,32116,3853198,0.0001687221900354,9.114192493779614e-05,0.0001895912770121,470947,0,2009,0,0,0,0,0,1,12of12inf
32586,GREAT,32587,354765,1.553429845752021e-05,1.5533197404684598e-05,0.000170460373273,126722,0,-2020,0,0,0,0,0,1,12of12inf
32589,GREATER,32590,4280355,0.0001874263585024,0.0001547483450236,0.0001976057114512,722367,0,-2020,0,0,0,0,0,2,12of12inf
32590,GREATEST,32591,161617,7.076816241199227e-06,5.5505354001891375e-06,2.832738133069777e-05,102637,0,2009,0,0,0,0,0,2,12of12inf
32592,GREATLY,32593,116127,5.084919529763222e-06,5.896836660327755e-06,3.078965577267736e-05,92688,0,2009,0,0,0,0,0,2,12of12inf
32593,GREATNESS,32594,276,1.2085370243049845e-08,1.0879197752115278e-08,1.6453995017877497e-06,151,0,2009,0,0,0,0,0,2,12of12inf
33774,HAPPIEST,33775,88,3.853306454305747e-09,3.206138180555137e-09,5.347304492038606e-07,62,0,2009,0,0,0,0,0,2,12of12inf
33775,HAPPILY,33776,316,1.3836873176825185e-08,3.215063515100691e-08,8.375582992593126e-06,135,0,2009,0,0,0,0,0,3,12of12inf
33776,HAPPINESS,33777,1054,4.61521023049802e-08,4.5545536117698286e-08,6.159409764343927e-06,485,0,2009,0,0,0,0,0,3,12of12inf
33778,HAPPY,33779,7885,3.4526501582046384e-07,3.614051577205254e-07,1.3347722331850766e-05,4383,0,2009,0,0,0,0,0,2,12of12inf
